cnpj_basico,razao_social,natureza_juridica,porte,situacao_cadastral,cnae_principal,uf,municipio,phone,email,is_bank,is_public,is_inactive,rfb_source,rfb_fetched_at,extracted_at,extracted_by
30494410,A3AGRO COMERCIAL AGRICOLA LTDA,2062,DEMAIS,02,4661300,BA,LUIS EDUARDO MAGALHAES,9996420648,,0,0,0,minhareceita,2026-09-03T23:41:13Z,2026-09-03T23:41:13Z,enrich
30693851,OLEONEX INDUSTRIA E COMERCIO LTDA,2062,DEMAIS,02,1041400,PR,ASTORGA,4499318388,,0,0,0,minhareceita,2026-09-03T23:46:42Z,2026-09-03T23:46:42Z,enrich
30746945,A.C.P. INDUSTRIA DE MOVEIS LTDA,2062,DEMAIS,02,3101200,ES,LINHARES,2733710538,,0,0,0,minhareceita,2026-09-03T23:44:40Z,2026-09-03T23:44:40Z,enrich
30886033,SABER MORAR ADMINISTRADORA DE BENS IMOVEIS LTDA,2240,EMPRESA DE PEQUENO PORTE,02,6810202,RJ,RIO DE JANEIRO,2124676984,,0,0,0,minhareceita,2026-09-03T23:45:53Z,2026-09-03T23:45:53Z,enrich
31158176,BBR AGRO SUPLEMENTOS LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,1013902,PR,APUCARANA,4331220376,,0,0,0,minhareceita,2026-09-03T23:38:50Z,2026-09-03T23:38:50Z,enrich
31281962,CROMO INDUSTRIA QUIMICA S.A.,2054,DEMAIS,02,2099199,RS,ESTRELA,1141308138,,0,0,0,minhareceita,2026-09-03T23:38:05Z,2026-09-03T23:38:05Z,enrich
31443324,TRUCKPAG MEIOS DE PAGAMENTO S/A,2054,DEMAIS,02,7490104,SP,SANTANA DE PARNAIBA,4532298773,,0,0,0,minhareceita,2026-09-03T23:39:24Z,2026-09-03T23:39:24Z,enrich
31872495,BANCO C6 S.A.,2054,DEMAIS,02,6422100,SP,SAO PAULO,1128326000,,1,0,0,minhareceita,2026-09-03T23:38:16Z,2026-09-03T23:38:16Z,enrich
31873195,IOS INDUSTRIA E COMERCIO DE MOVEIS LTDA,2062,DEMAIS,02,3102100,PE,PAULISTA,8188667072,,0,0,0,minhareceita,2026-09-03T23:47:15Z,2026-09-03T23:47:15Z,enrich
32126501,PESCADO CENTRAL LTDA,2062,DEMAIS,02,1020102,MG,IPIACU,3432930600,,0,0,0,minhareceita,2026-09-03T23:39:51Z,2026-09-03T23:39:51Z,enrich
32184798,CREATIVE PROPAGANDA E MARKETING LTDA,2062,MICRO EMPRESA,02,7319099,RJ,RIO DE JANEIRO,2132958800,,0,0,0,minhareceita,2026-09-03T23:39:35Z,2026-09-03T23:39:35Z,enrich
32193199,GCD ADMINISTRADORA DE CARTOES DE CREDITO LTDA,2062,DEMAIS,02,6619399,PE,RECIFE,8130328400,,1,0,0,minhareceita,2026-09-03T23:37:31Z,2026-09-03T23:37:31Z,enrich
32416264,MAXX COMERCIO FABRICACAO E REPRESENTACAO LTDA,2062,DEMAIS,04,1066000,GO,APARECIDA DE GOIANIA,6436216771,,0,0,1,minhareceita,2026-09-03T23:39:01Z,2026-09-03T23:39:01Z,enrich
32522072,ZET CAPITAL TECNOLOGIA DE ATIVOS E FOMENTO LTDA,2062,DEMAIS,02,6491300,RS,PELOTAS,5391700404,,1,0,0,minhareceita,2026-09-03T23:40:03Z,2026-09-03T23:40:03Z,enrich
32847622,INDUSTRIA E COMERCIO DE PRODUTOS AGRICOLAS NEWFERT LTDA,2062,EMPRESA DE PEQUENO PORTE,02,2013402,MG,PIRAJUBA,4541020950,,0,0,0,minhareceita,2026-09-03T23:39:28Z,2026-09-03T23:39:28Z,enrich
32851823,SERRINHA AMBIENTAL TRANSPORTES LTDA,2062,DEMAIS,02,4930202,SC,CHAPECO,4999144317,,0,0,0,minhareceita,2026-09-03T23:37:35Z,2026-09-03T23:37:35Z,enrich
32902452,TREVO ALIMENTOS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,1011201,GO,ITAUCU,6232955359,,0,0,0,minhareceita,2026-09-03T23:42:12Z,2026-09-03T23:42:12Z,enrich
33000167,PETROLEO BRASILEIRO S A PETROBRAS,2038,DEMAIS,02,600001,RJ,RIO DE JANEIRO,2121660000,,0,0,0,minhareceita,2026-09-03T23:36:49Z,2026-09-03T23:36:49Z,enrich
33069766,COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA,2054,DEMAIS,08,4681801,RJ,RIO DE JANEIRO,,,0,0,1,minhareceita,2026-09-03T23:47:05Z,2026-09-03T23:47:05Z,enrich
33124959,BANCO RURAL S.A - EM LIQUIDACAO EXTRAJUDICIAL,2054,DEMAIS,02,6422100,MG,BELO HORIZONTE,3121265207,,1,0,0,minhareceita,2026-09-03T23:37:52Z,2026-09-03T23:37:52Z,enrich
33150053,ACOTUBO SOLUCOES EM ACOS LTDA,2062,DEMAIS,02,4685100,SP,GUARULHOS,1124132000,,0,0,0,minhareceita,2026-09-03T23:42:47Z,2026-09-03T23:42:47Z,enrich
33157312,IFOOD BENEFICIOS E SERVICOS LTDA.,2062,DEMAIS,02,8299702,SP,OSASCO,1136343360,,0,0,0,minhareceita,2026-09-03T23:40:45Z,2026-09-03T23:40:45Z,enrich
33173097,CELLERA FARMACEUTICA S.A.,2054,DEMAIS,08,2121101,SP,SAO PAULO,01169102311,,0,0,1,minhareceita,2026-09-03T23:42:27Z,2026-09-03T23:42:27Z,enrich
33204165,DISTRIBUIDORA DE FERROS E ACO B E R LTDA,2062,DEMAIS,02,4672900,TO,ARAGUAINA,6334162636,,0,0,0,minhareceita,2026-09-03T23:45:51Z,2026-09-03T23:45:51Z,enrich
33233778,TAG INDUSTRIA E LAMINACAO LTDA,2062,DEMAIS,02,7490199,SP,SAO PAULO,1144634833,,0,0,0,minhareceita,2026-09-03T22:31:00Z,2026-09-03T23:36:52Z,enrich
33250713,H STRATTNER E CIA LTDA,2062,DEMAIS,02,4645101,RJ,RIO DE JANEIRO,2121211300,,0,0,0,minhareceita,2026-09-03T23:47:03Z,2026-09-03T23:47:03Z,enrich
33284522,BOSCH HOME COMFORT DO BRASIL LTDA,2062,DEMAIS,02,8211300,AM,MANAUS,9233015000,,0,0,0,minhareceita,2026-09-03T23:37:31Z,2026-09-03T23:37:31Z,enrich
33337122,IPIRANGA PRODUTOS DE PETROLEO S.A.,2054,DEMAIS,02,4681801,RJ,RIO DE JANEIRO,2125745858,,0,0,0,minhareceita,2026-09-03T23:40:54Z,2026-09-03T23:40:54Z,enrich
33408105,GREENPHARMA QUIMICA E FARMACEUTICA EM RECUPERACAO JUDICIAL LTDA,2062,DEMAIS,02,2121101,GO,ANAPOLIS,6233106400,,0,0,0,minhareceita,2026-09-03T23:46:47Z,2026-09-03T23:46:47Z,enrich
33449007,EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS INSTITUICAO DE PAGAMENTO LTDA,2062,DEMAIS,02,8299702,SP,SAO PAULO,1199999999,,0,0,0,minhareceita,2026-09-03T23:42:16Z,2026-09-03T23:42:16Z,enrich
33453598,RAIZEN S.A.,2046,DEMAIS,02,4681801,RJ,RIO DE JANEIRO,1934238000,,0,0,0,minhareceita,2026-09-03T23:38:08Z,2026-09-03T23:38:08Z,enrich
33467572,TEKNO S.A. INDUSTRIA E COMERCIO,2046,DEMAIS,02,2599399,SP,GUARATINGUETA,1231285096,,0,0,0,minhareceita,2026-09-03T23:47:13Z,2026-09-03T23:47:13Z,enrich
33479023,BANCO CITIBANK S A,2054,DEMAIS,02,6422100,SP,SAO PAULO,1140090000,,1,0,0,minhareceita,2026-09-03T23:41:12Z,2026-09-03T23:41:12Z,enrich
33647553,FLUMINENSE FOOTBALL CLUB,3999,DEMAIS,02,9312300,RJ,RIO DE JANEIRO,,,0,0,0,minhareceita,2026-09-03T23:42:42Z,2026-09-03T23:42:42Z,enrich
33676928,PARQUE DAS ESTRELAS EMPREENDIMENTOS IMOBILIARIOS LTDA,2062,DEMAIS,02,6810201,GO,GOIANESIA,6292556106,,0,0,0,minhareceita,2026-09-03T23:38:35Z,2026-09-03T23:38:35Z,enrich
33700394,UNIBANCO-UNIAO DE BANCOS BRASILEIROS S.A.,2054,DEMAIS,08,6422100,SP,SAO PAULO,01130974322,,1,0,1,minhareceita,2026-09-03T23:45:58Z,2026-09-03T23:45:58Z,enrich
33721490,METAL CREDIT SECURITIZADORA S.A.,2054,DEMAIS,02,6492100,SP,SAO PAULO,4132444560,,1,0,0,minhareceita,2026-09-03T23:37:46Z,2026-09-03T23:37:46Z,enrich
33779449,GF INDUSTRIA DE CONFECCOES LTDA,2062,DEMAIS,02,1412601,CE,FORTALEZA,8589000655,,0,0,0,minhareceita,2026-09-03T23:47:14Z,2026-09-03T23:47:14Z,enrich
33845322,A GERADORA ALUGUEL DE MAQUINAS S.A.,2054,DEMAIS,02,7739099,BA,SALVADOR,7134182600,,0,0,0,minhareceita,2026-09-03T23:37:47Z,2026-09-03T23:37:47Z,enrich
34230979,SUPERMIX CONCRETO S/A,2054,DEMAIS,02,4299599,MG,BELO HORIZONTE,,,0,0,0,minhareceita,2026-09-03T23:41:15Z,2026-09-03T23:41:15Z,enrich
34250750,CERES INVESTIMENTOS E CONSULTORIA LTDA,2062,DEMAIS,02,6612605,MG,UBERABA,3433110140,,1,0,0,minhareceita,2026-09-03T23:47:16Z,2026-09-03T23:47:16Z,enrich
34274233,VIBRA ENERGIA S.A,2046,DEMAIS,02,4681801,RJ,RIO DE JANEIRO,2123543151,,0,0,0,minhareceita,2026-09-03T23:41:35Z,2026-09-03T23:41:35Z,enrich
34337707,BMP SOCIEDADE DE CREDITO DIRETO S.A,2054,DEMAIS,02,6499999,SP,SAO PAULO,1138109313,,1,0,0,minhareceita,2026-09-03T23:43:07Z,2026-09-03T23:43:07Z,enrich
34590184,STONE SOCIEDADE DE CREDITO DIRETO S.A.,2054,DEMAIS,02,6499999,SP,SAO PAULO,1135686318,,1,0,0,minhareceita,2026-09-03T23:37:00Z,2026-09-03T23:37:00Z,enrich
34635991,BIORESULT AGRONEGOCIOS LTDA,2062,DEMAIS,02,2013401,PR,TOLEDO,4541020950,,0,0,0,minhareceita,2026-09-03T23:42:09Z,2026-09-03T23:42:09Z,enrich
34799162,BOCOM BBM CORPORATE CREDIT FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA,2224,DEMAIS,02,6470101,SP,OSASCO,1136845122,,1,0,0,minhareceita,2026-09-03T23:39:23Z,2026-09-03T23:39:23Z,enrich
34799393,BOCOM BBM CORPORATE CREDIT HIGH YIELD FIF - CLASSE DE INVESTIMENTO MULT CRED PRIV - RESP LIMITADA,2224,DEMAIS,02,6470101,SP,OSASCO,1136845122,,1,0,0,minhareceita,2026-09-03T23:37:04Z,2026-09-03T23:37:04Z,enrich
35260058,JAIME MANUEL DA CAMARA FIALHO FERNANDES,2135,MICRO EMPRESA,02,7020400,AL,SAO LUIS DO QUITUNDE,,,0,0,0,minhareceita,2026-09-03T23:44:45Z,2026-09-03T23:44:45Z,enrich
35473014,TELEFONICA CLOUD E TECNOLOGIA DO BRASIL S.A.,2046,DEMAIS,02,6204000,SP,SANTANA DE PARNAIBA,1134302145,,0,0,0,minhareceita,2026-09-03T23:40:36Z,2026-09-03T23:40:36Z,enrich
35474405,MDG INDUSTRIA E COMERCIO DE PLASTICOS LTDA,2062,DEMAIS,02,2222600,AM,MANAUS,9231998840,,0,0,0,minhareceita,2026-09-03T23:43:42Z,2026-09-03T23:43:42Z,enrich
35820448,WHITE MARTINS GASES INDUSTRIAIS LTDA,2062,DEMAIS,02,7020400,RJ,RIO DE JANEIRO,2132799000,,0,0,0,minhareceita,2026-09-03T23:38:55Z,2026-09-03T23:38:55Z,enrich
35997345,HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA,2062,DEMAIS,02,4644301,ES,VILA VELHA,2732291000,,0,0,0,minhareceita,2026-09-03T23:46:51Z,2026-09-03T23:46:51Z,enrich
36213950,PRAJA SECURITIZADORA DE CREDITOS S.A.,2054,DEMAIS,02,6492100,SP,SAO PAULO,1110900375,,1,0,0,minhareceita,2026-09-03T23:43:30Z,2026-09-03T23:43:30Z,enrich
36343960,PANAN - INDUSTRIA DE MADEIRAS E MOVEIS LTDA,2062,DEMAIS,02,3101200,ES,LINHARES,,,0,0,0,minhareceita,2026-09-03T23:45:15Z,2026-09-03T23:45:15Z,enrich
36398527,CIMOL - COMERCIO E INDUSTRIA DE MOVEIS LTDA,2062,DEMAIS,02,3101200,ES,LINHARES,2733726161,,0,0,0,minhareceita,2026-09-03T23:46:25Z,2026-09-03T23:46:25Z,enrich
36635483,THUNDER TOOLS COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,2062,EMPRESA DE PEQUENO PORTE,02,4679699,SP,DIADEMA,1129374916,,0,0,0,minhareceita,2026-09-03T23:39:14Z,2026-09-03T23:39:14Z,enrich
36854495,FRONTEIRA COMERCIO E REPRESENTACAO DE PRODUTOS AGROPECUARIOS LTDA,2062,DEMAIS,02,4692300,GO,RIO VERDE,1154000021,,0,0,0,minhareceita,2026-09-03T23:38:15Z,2026-09-03T23:38:15Z,enrich
37031044,CHARRUA COMERCIAL AGRICOLA LTDA,2062,DEMAIS,02,4683400,GO,FORMOSA,5433112615,,0,0,0,minhareceita,2026-09-03T23:40:07Z,2026-09-03T23:40:07Z,enrich
37350519,MASUT COMBUSTIVEIS LTDA,2062,DEMAIS,02,4681802,GO,SENADOR CANEDO,6233219100,,0,0,0,minhareceita,2026-09-03T23:43:37Z,2026-09-03T23:43:37Z,enrich
37594825,MMR INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,2062,DEMAIS,02,2093200,SC,CRICIUMA,4899439766,,0,0,0,minhareceita,2026-09-03T23:45:13Z,2026-09-03T23:45:13Z,enrich
37779652,INOVA DISTRIBUIDORA DE PRODUTOS QUIMICOS LTDA,2062,DEMAIS,08,4637103,SP,GUARULHOS,1151730491,,0,0,1,minhareceita,2026-09-04T00:06:25Z,2026-09-04T00:06:25Z,enrich
37880206,"CORA SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",2054,DEMAIS,02,6436100,SP,SAO PAULO,1147650757,,1,0,0,minhareceita,2026-09-04T00:06:38Z,2026-09-04T00:06:38Z,enrich
38081947,AGROFOODS BRASIL ALIMENTO S/A,2054,DEMAIS,02,1041400,SP,ORLANDIA,1638209004,,0,0,0,minhareceita,2026-09-04T00:06:22Z,2026-09-04T00:06:22Z,enrich
38443576,UNI REFRIGERACAO BRASIL LTDA,2062,DEMAIS,02,4669999,SP,SAO PAULO,1995334299,,0,0,0,minhareceita,2026-09-03T23:45:29Z,2026-09-03T23:45:29Z,enrich
38542932,TCIL MOVEIS LTDA,2062,DEMAIS,02,3101200,MG,UBA,3235397400,,0,0,0,minhareceita,2026-09-03T23:45:57Z,2026-09-03T23:45:57Z,enrich
38725768,ARAUJO FONTES PARTICIPACOES LTDA.,2062,DEMAIS,02,6462000,MG,BELO HORIZONTE,3121036000,,1,0,0,minhareceita,2026-09-03T23:37:02Z,2026-09-03T23:37:02Z,enrich
38733545,"SOTIN SOLUCOES TECNICAS, INDUSTRIA E COMERCIO LTDA",2062,DEMAIS,02,2599399,SP,JUNDIAI,1144968888,,0,0,0,minhareceita,2026-09-03T23:40:31Z,2026-09-03T23:40:31Z,enrich
39362161,EJF COBRANCAS LTDA,2062,MICRO EMPRESA,02,8291100,SC,BLUMENAU,4791521952,,0,0,0,minhareceita,2026-09-03T23:40:56Z,2026-09-03T23:40:56Z,enrich
39452556,MAXINUTRI SUPLEMENTOS NUTRICIONAIS LTDA,2062,DEMAIS,02,1099699,PR,ARAPONGAS,4332745262,,0,0,0,minhareceita,2026-09-03T23:40:16Z,2026-09-03T23:40:16Z,enrich
39593526,CERAMICA CAPRI LTDA,2062,DEMAIS,02,2342701,SE,NOSSA SENHORA DO SOCORRO,7932568258,,0,0,0,minhareceita,2026-09-03T23:46:49Z,2026-09-03T23:46:49Z,enrich
40072614,FX CAPITAL E SECURITIZACOES S.A.,2054,DEMAIS,02,6492100,RS,CAXIAS DO SUL,5430677591,,1,0,0,minhareceita,2026-09-03T23:39:37Z,2026-09-03T23:39:37Z,enrich
40422448,COOPERATIVA DE TRABALHO EM SAUDE E QUALIDADE - NUCLEO SAUDE PERNAMBUCO,2143,DEMAIS,02,8650001,PE,RECIFE,7999845042,,0,0,0,minhareceita,2026-09-03T23:42:11Z,2026-09-03T23:42:11Z,enrich
40693000,CL BRASIL ALIMENTOS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,4711302,GO,GOIANESIA,6281150283,,0,0,0,minhareceita,2026-09-03T23:44:36Z,2026-09-03T23:44:36Z,enrich
40777556,LICHT COMERCIO IMPORTACAO E EXPORTACAO LTDA,2062,DEMAIS,02,8211300,SP,RIBEIRAO PRETO,1127242007,,0,0,0,minhareceita,2026-09-04T00:06:20Z,2026-09-04T00:06:20Z,enrich
40809085,FDC TRANSPORTES DE CARGAS LTDA,2062,MICRO EMPRESA,02,4930202,SP,CORDEIROPOLIS,7191333008,,0,0,0,minhareceita,2026-09-03T23:44:59Z,2026-09-03T23:44:59Z,enrich
40887838,MOVEIS SAO CARLOS LTDA,2062,DEMAIS,02,3101200,PE,AFOGADOS DA INGAZEIRA,8738381279,,0,0,0,minhareceita,2026-09-03T23:39:49Z,2026-09-03T23:39:49Z,enrich
40887879,MAGNO MOVEIS LTDA,2062,DEMAIS,02,3101200,PE,AFOGADOS DA INGAZEIRA,8799080035,,0,0,0,minhareceita,2026-09-03T23:42:58Z,2026-09-03T23:42:58Z,enrich
40910399,NNC NORTE E NORDESTE COMMODITIES LTDA,2062,DEMAIS,02,4632001,MA,BALSAS,3732719801,,0,0,0,minhareceita,2026-09-03T23:37:56Z,2026-09-03T23:37:56Z,enrich
41024712,SARAIVA EQUIPAMENTOS LTDA,2062,DEMAIS,02,5212500,PE,RECIFE,,,0,0,0,minhareceita,2026-09-03T23:41:22Z,2026-09-03T23:41:22Z,enrich
41182665,AVLA SEGUROS BRASIL S.A.,2054,DEMAIS,02,6512000,SP,SAO PAULO,1128297676,,1,0,0,minhareceita,2026-09-03T23:42:34Z,2026-09-03T23:42:34Z,enrich
41324359,COMERCIO RACOES BEM BOM LTDA,2062,DEMAIS,02,1066000,GO,GOIANESIA,6233899200,,0,0,0,minhareceita,2026-09-03T23:37:25Z,2026-09-03T23:37:25Z,enrich
41687757,GUINDASTES TRIANGULO LTDA,2062,DEMAIS,02,7739099,MG,UBERLANDIA,,,0,0,0,minhareceita,2026-09-03T23:41:51Z,2026-09-03T23:41:51Z,enrich
41767148,GONZALEZ COMERCIO DE MADEIRAS E FERRAGENS LTDA,2062,DEMAIS,08,4744002,SP,SOROCABA,1158135150,,0,0,1,minhareceita,2026-09-03T23:43:16Z,2026-09-03T23:43:16Z,enrich
41796508,ADLIM TERCEIRIZACAO DE MAO DE OBRA LTDA,2062,EMPRESA DE PEQUENO PORTE,02,7820500,PE,RECIFE,8132526115,,0,0,0,minhareceita,2026-09-03T23:46:10Z,2026-09-03T23:46:10Z,enrich
42150391,BRASKEM S.A,2046,DEMAIS,02,2021500,BA,CAMACARI,7135047100,,0,0,0,minhareceita,2026-09-04T00:06:37Z,2026-09-04T00:06:37Z,enrich
42281485,TRIMAK ENGENHARIA E COMERCIO S/A,2054,DEMAIS,02,4669999,RJ,RIO DE JANEIRO,,,0,0,0,minhareceita,2026-09-03T23:46:20Z,2026-09-03T23:46:20Z,enrich
42470088,GEOQUEST BRASIL LTDA,2062,DEMAIS,02,4299599,RJ,RIO DE JANEIRO,2122337353,,0,0,0,minhareceita,2026-09-03T23:44:05Z,2026-09-03T23:44:05Z,enrich
42605322,OPHIR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2224,DEMAIS,02,6470101,SP,SAO PAULO,1128273500,,1,0,0,minhareceita,2026-09-03T23:41:39Z,2026-09-03T23:41:39Z,enrich
42723848,"BARU SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S/A",2054,DEMAIS,02,6436100,RS,PORTO ALEGRE,5193837496,,1,0,0,minhareceita,2026-09-03T23:43:46Z,2026-09-03T23:43:46Z,enrich
43026198,TERTO TRANSPORTES LTDA,2062,DEMAIS,02,4930202,PR,APUCARANA,4391877904,,0,0,0,minhareceita,2026-09-03T23:43:33Z,2026-09-03T23:43:33Z,enrich
43214055,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S/A,2054,DEMAIS,02,4693100,MG,UBERLANDIA,3432181500,,0,0,0,minhareceita,2026-09-03T23:42:23Z,2026-09-03T23:42:23Z,enrich
43237254,TECELAGEM JOLITEX LTDA,2062,DEMAIS,02,1311100,SP,AMERICANA,,,0,0,0,minhareceita,2026-09-03T23:38:31Z,2026-09-03T23:38:31Z,enrich
43296808,JPOL DISTRIBUIDORA DE PLASTICO LTDA,2062,DEMAIS,02,4684201,SP,SAO PAULO,1135148710,,0,0,0,minhareceita,2026-09-04T00:06:36Z,2026-09-04T00:06:36Z,enrich
43342153,TEXMAR CONFECCOES E MALHAS LTDA,2062,DEMAIS,02,1412601,SP,SAO PAULO,1126962020,,0,0,0,minhareceita,2026-09-03T23:42:31Z,2026-09-03T23:42:31Z,enrich
43464332,IRON COMEX LTDA,2062,DEMAIS,02,4693100,PE,RECIFE,8197078484,,0,0,0,minhareceita,2026-09-03T23:42:17Z,2026-09-03T23:42:17Z,enrich
43587344,B S DISTRIBUIDORA DE PRODUTOS DE HIGIENE LTDA,2062,DEMAIS,02,4646001,SP,SAO PAULO,1151035350,,0,0,0,minhareceita,2026-09-03T23:38:32Z,2026-09-03T23:38:32Z,enrich
43631191,BRANYL COMERCIO E INDUSTRIA TEXTIL LTDA,2062,DEMAIS,02,1330800,SP,CAPIVARI,1934928400,,0,0,0,minhareceita,2026-09-03T23:47:09Z,2026-09-03T23:47:09Z,enrich
43672716,CAMESA INDUSTRIA TEXTIL LTDA,2062,DEMAIS,02,1330800,SP,GUARULHOS,1124315000,,0,0,0,minhareceita,2026-09-03T23:42:25Z,2026-09-03T23:42:25Z,enrich
43718469,GSI CREOS BRASIL LTDA,2062,DEMAIS,02,4661300,SP,SAO PAULO,1132664133,,0,0,0,minhareceita,2026-09-03T23:42:30Z,2026-09-03T23:42:30Z,enrich
43876960,MACCAFERRI DO BRASIL LTDA,2062,DEMAIS,02,2599399,SP,JUNDIAI,1145255000,,0,0,0,minhareceita,2026-09-03T23:40:14Z,2026-09-03T23:40:14Z,enrich
43998509,AGAE TRANSPORTES E COMERCIO S/A,2054,DEMAIS,02,4930203,RJ,RIO DE JANEIRO,021221236632,,0,0,0,minhareceita,2026-09-03T23:42:03Z,2026-09-03T23:42:03Z,enrich
44151413,CALDEX CONEXOES E EQUIPAMENTOS LTDA,2062,DEMAIS,02,2599399,SP,DIADEMA,1140612799,,0,0,0,minhareceita,2026-09-03T23:42:32Z,2026-09-03T23:42:32Z,enrich
44246528,ASK CRIOS PRODUTOS QUIMICOS DO BRASIL LTDA,2062,DEMAIS,02,2032100,SP,RIO CLARO,1999539805,,0,0,0,minhareceita,2026-09-03T23:38:09Z,2026-09-03T23:38:09Z,enrich
44412435,TESSIN INDUSTRIA E COMERCIO LTDA,2062,DEMAIS,02,2610800,SP,SUZANO,1147483922,,0,0,0,minhareceita,2026-09-03T23:40:35Z,2026-09-03T23:40:35Z,enrich
44649812,NOTRE DAME INTERMEDICA SAUDE S.A.,2054,DEMAIS,02,6550200,SP,SAO PAULO,1131552000,,1,0,0,minhareceita,2026-09-03T23:45:17Z,2026-09-03T23:45:17Z,enrich
44705774,SOMAPAY SOCIEDADE DE CREDITO DIRETO S.A.,2054,DEMAIS,02,6499999,CE,FORTALEZA,8532156650,,1,0,0,minhareceita,2026-09-03T23:45:05Z,2026-09-03T23:45:05Z,enrich
45010717,POLIERG INDUSTRIA E COMERCIO LTDA,2062,DEMAIS,02,2223400,SP,SAO PAULO,1122197700,,0,0,0,minhareceita,2026-09-03T23:46:06Z,2026-09-03T23:46:06Z,enrich
45437547,"SAFRA SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",2054,DEMAIS,02,6436100,SP,SAO PAULO,1131757575,,1,0,0,minhareceita,2026-09-03T23:44:40Z,2026-09-03T23:44:40Z,enrich
45597546,NG CASH SOCIEDADE DE CREDITO DIRETO S.A.,2054,DEMAIS,02,6499999,SP,SAO PAULO,2120429975,,1,0,0,minhareceita,2026-09-03T23:45:23Z,2026-09-03T23:45:23Z,enrich
45736131,UNIDAS LOCADORA S.A.,2054,DEMAIS,02,7711000,MG,BELO HORIZONTE,3133191500,,0,0,0,minhareceita,2026-09-03T23:45:14Z,2026-09-03T23:45:14Z,enrich
45741898,TRAVESSIA SECURITIZADORA DE CREDITOS MERCANTIS XXV S.A.,2054,DEMAIS,02,6492100,SP,SAO PAULO,1141158700,,1,0,0,minhareceita,2026-09-03T23:36:48Z,2026-09-03T23:36:48Z,enrich
45990181,ROBERT BOSCH LIMITADA,2062,DEMAIS,02,2941700,SP,CAMPINAS,1921031954,,0,0,0,minhareceita,2026-09-03T23:41:00Z,2026-09-03T23:41:00Z,enrich
45992062,GERMED FARMACEUTICA LTDA,2062,DEMAIS,02,2121101,SP,HORTOLANDIA,1938879800,,0,0,0,minhareceita,2026-09-03T23:38:36Z,2026-09-03T23:38:36Z,enrich
46167507,3- PLASTIC SOLUCOES EM COMERCIO DE POLIMEROS LTDA,2062,DEMAIS,02,4684201,SP,AMERICANA,1981231209,,0,0,0,minhareceita,2026-09-04T00:06:29Z,2026-09-04T00:06:29Z,enrich
46281898,VC DISTRIBUIDORA DE MATERIAIS DE CONSTRUCAO LTDA,2062,MICRO EMPRESA,02,4679699,SP,CORDEIROPOLIS,7191333008,,0,0,0,minhareceita,2026-09-03T23:46:40Z,2026-09-03T23:46:40Z,enrich
46377727,CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO SA,2054,DEMAIS,02,4781400,SP,SAO PAULO,1134692300,,0,0,0,minhareceita,2026-09-03T23:47:07Z,2026-09-03T23:47:07Z,enrich
46395687,BAHIANA DISTRIBUIDORA DE GAS LTDA,2062,DEMAIS,02,4682600,SP,SAO PAULO,1131772677,,0,0,0,minhareceita,2026-09-03T23:47:20Z,2026-09-03T23:47:20Z,enrich
46495282,HORUS DO BRASIL INDUSTRIA DE IMPLEMENTOS E PECAS AGRICOLAS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,2833000,RS,SANTA ROSA,5581221378,,0,0,0,minhareceita,2026-09-03T23:42:36Z,2026-09-03T23:42:36Z,enrich
46529590,GUERREIRO INDUSTRIA COMERCIO IMPORTACAO EXPORTACAO LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,04,8219999,SP,AMERICANA,1934668630,,0,0,1,minhareceita,2026-09-03T23:45:46Z,2026-09-03T23:45:46Z,enrich
46542000,AMFI DIGITAL ASSETS LTDA,2062,DEMAIS,02,6462000,SP,SAO PAULO,1111111111,,1,0,0,minhareceita,2026-09-03T23:37:41Z,2026-09-03T23:37:41Z,enrich
46645768,LINHASITA INDUSTRIA DE LINHAS PARA COSER LTDA,2062,DEMAIS,02,1314600,SP,ITATIBA,1144876600,,0,0,0,minhareceita,2026-09-03T23:44:08Z,2026-09-03T23:44:08Z,enrich
46710597,FS I INDUSTRIA DE ETANOL S.A,2054,DEMAIS,02,4623199,SP,SAO PAULO,6535481500,,0,0,0,minhareceita,2026-09-03T23:41:34Z,2026-09-03T23:41:34Z,enrich
