case_number,debtor_name,debtor_cnpj,cnpj_source,name_match,razao_social,situacao,situacao_desc,porte,capital_social,uf,municipio,cnae_desc,rfb_source,band,band_reasons,plan_status,stage,filing_year,last_movement,updated_at,display_name,display_source,verified_name,verified_cnpj,group_members,administrator,proceeding,verified_confidence,verified_evidence,verified_at
1009827-02.2024.8.26.0576,"Frigorífico Alfa Indústria e Comércio de Carnes e Derivados Ltda.  e Ctx Logística, Transporte E Locações Ltda. – VTL",00975846000147,doc:295719aa score=3,0.7157894736842105,FRIGORIFICO ALFA INDUSTRIA E COMERCIO DE CARNES E DERIVADOS LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,EMPRESA DE PEQUENO PORTE,70000,SP,SAO JOAO DO PAU D'ALHO,Frigorífico - abate de bovinos,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-06-01,2026-09-04T16:58:31Z,"FRIGORÍFICO ALFA INDÚSTRIA E COMÉRCIO DE CARNES E DERIVADOS LTDA e CTX LOGÍSTICA, TRANSPORTE E LOCAÇÕES LTDA",pdf-read,"FRIGORÍFICO ALFA INDÚSTRIA E COMÉRCIO DE CARNES E DERIVADOS LTDA e CTX LOGÍSTICA, TRANSPORTE E LOCAÇÕES LTDA",00975846000147,"[""FRIGORÍFICO ALFA INDÚSTRIA E COMÉRCIO DE CARNES E DERIVADOS LTDA (CNPJ 00.975.846/0001-47)"", ""CTX LOGÍSTICA, TRANSPORTE E LOCAÇÕES LTDA (CNPJ 10.726.623/0001-08)""]",VTL Consultoria Empresarial,RJ,0.85,"Decision (295719aa) p.1: 'Processo Digital nº: 1009827-02.2024.8.26.0576 ... Requerente: Frigorífico Alfa Indústria e Comércio de Carnes e Derivados Ltda e outro ... FRIGORÍFICO ALFA INDÚSTRIA E COMÉRCIO DE CARNES E DERIVADOS LTDA - CNPJ nº 00.975.846/0001-47 / CTX LOGÍSTICA, TRANSPORTE E LOCAÇÕES LTDA - CNPJ nº 10.726.623/0001-08 ... VTL CONSULTORIA EMPRESARIAL como Administradora Judicial'",2026-09-04T16:58:30Z
1010468-75.2015.8.26.0100,e Saturno Aços e Ferragens Eireli,,,,,,,,,,,,,C,"11y since filing, no plan document",UNKNOWN,,2015,,2026-09-04T16:58:31Z,e Saturno Aços e Ferragens Eireli,hint,,,,,,,,
1010519-70.2024.8.26.0068,e Falência,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,BONI & RIBEIRO CLÍNICA ODONTOLÓGICA LTDA,hint,,,,,,,,
1011783-19.2017.8.26.0602,- Administração judicia,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Administração judicia,hint,,,,,,,,
1012325-67.2021.8.26.0482,- Autofalência,,,,,,,,,,,,,C,"5y since filing, no plan document",ESTIMATED,ACTIVE,2021,2026-05-29,2026-09-04T16:58:31Z,Autofalência,hint,,,,,,,,
1013435-20.2015.8.26.0577,ENGES ENGENHARIA E COMÉRCIO LTDA,19089606000173,doc:ad59024c score=5,0.84375,ENGES ENGENHARIA E SERVICOS LTDA,02,ATIVA,DEMAIS,2800000,SP,SAO JOSE DOS CAMPOS,Construção de estações e redes de distribuição de energia elétrica,minhareceita,C,"11y since filing, no plan document",UNKNOWN,,2015,,2026-09-04T16:58:31Z,ENGES ENGENHARIA E SERVICOS LTDA,rfb,,,,,,,,
1014708-31.2016.8.26.0114,Recuperação judicia,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,Recuperação judicia,hint,,,,,,,,
1018313-46.2024.8.26.0100,JA SANTOS IMPORTAÇÃO E EXPORTAÇÃO DE FERRAMENTAS LTDA. (CONCEPT FERRAMENTAS) - Vivante Gestão e Administração Judicial,15408785000103,doc:1d5a86f7 score=5,0.6321243523316062,JA SANTOS IMPORTACAO EXPORTACAO DE FERRAMENTAS E SERVICOS ESPECIALIZADOS LTDA,02,ATIVA,EMPRESA DE PEQUENO PORTE,105000,SP,SAO PAULO,Comércio atacadista de ferragens e ferramentas,minhareceita,A,plan/homologation document found,CONFIRMED,ACTIVE,2024,2026-08-04,2026-09-04T16:58:31Z,JA SANTOS IMPORTACAO E EXPORTACAO DE FERRAMENTAS LTDA,pdf-read,JA SANTOS IMPORTACAO E EXPORTACAO DE FERRAMENTAS LTDA,15408785000103,[],"Vivante Gestão e Administração Judicial (from portal; not printed on the lists — 2ª lista protocolada por Armando Lemos Wallach, 1ª lista por Claudia Sandrini)",RJ,0.95,"2a-lista (1d5a86f7) p.1: 'RECUPERANDA: JA SANTOS IMPORTACAO E EXPORTACAO DE FERRAMENTAS LTDA / CNPJ: 15.408.785/0001-03 / CLASSE I - TRABALHISTA / CREDOR CPF/CNPJ 2º EDITAL' (footer: processo 1018313-46.2024.8.26.0100, fls. 1511, protocolado 22/04/2025)",2026-09-04T16:58:30Z
1021191-85.2025.8.11.0015,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-08-05,2026-09-04T16:58:31Z,,,,,,,,,,
1024993-78.2019.8.26.0405,empresa,18204610000172,doc:40bc1947 score=2,0.15625,TEC2DOC SERVICOS DE TECNOLOGIA E DOCUMENTOS LTDA - FALIDO,,,,,,,,NAME_MISMATCH,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,TEC2DOC SERVIÇOS DE TECNOLOGIA E DOCUMENTOS LTDA,hint,,,,,,,,
1025532-14.2021.8.26.0554,FERRAMENTARIA GASPEC LTDA,49537376000129,doc:3194036a score=5,0.5217391304347826,GASPEC MECANICA INDUSTRIAL DE PRECISAO LTDA.,,,,,,,,NAME_MISMATCH,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,FERRAMENTARIA GASPEC LTDA,hint,,,,,,,,
1025706-74.2024.8.26.0309,Grupo Propel | Administração Judicial - Credibilità,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-06-01,2026-09-04T16:58:31Z,Grupo Propel,hint,,,,,,,,
1027680-14.2024.8.19.0003,EURIPEDES BARSA,57210071000136,doc:6403d7a4 score=3,0.75,EURIPEDES BARSANULFO ANDRADE,02,ATIVA,DEMAIS,25000,MT,ALTO BOA VISTA,Criação de bovinos para corte,minhareceita,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,EURIPEDES BARSANULFO ANDRADE,rfb,,,,,,,,
1029567-94.2016.8.26.0100,e Falência,08880324000173,doc:c79bcb31 score=3,0.2758620689655173,TRIANGULO MODA LTDA,,,,,,,,NAME_MISMATCH,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,,,,,,,,,,
1029618-48.2025.8.26.0114,"GateKeeper | Recuperação Judicial em São Paulo – Ética, técnica e profissionalismo na administração judicial de processos de recuperação e falência.",,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2025,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
1032741-02.2020.8.26.0576,Administração Judicia,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,Administração Judicia,hint,,,,,,,,
1035775-55.2020.8.26.0100,- Administração Judicia,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-31,2026-09-04T16:58:31Z,Administração Judicia,hint,,,,,,,,
1036296-61.2019.8.26.0576,FLEXMIX TECNOLOGIA DE CONCRETO EIRELI,11571120000165,doc:3069b341 score=5,0.923076923076923,FLEXMIX TECNOLOGIA DE CONCRETO LTDA,02,ATIVA,EMPRESA DE PEQUENO PORTE,600000,SP,SAO JOSE DO RIO PRETO,Serviços de engenharia,minhareceita,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,FLEXMIX TECNOLOGIA DE CONCRETO LTDA,rfb,,,,,,,,
1036403-05.2024.8.26.0100,e Falência,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,R. O. SÃO JOSÉ HOTEL,hint,,,,,,,,
1039187-96.2017.8.26.0100,Becap Comércio de Autopeças Ltda,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Becap Comércio de Autopeças Ltda,hint,,,,,,,,
1039842-97.2019.8.26.0100,AJ RUIZ CONSULTORIA EMPRESA,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,Concreserv Concreto S.A. (per URL only),hint,,,,,,,,
1042555-56.2022.8.26.0224,Administrador Judicia,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2022,,2026-09-04T16:58:31Z,Administrador Judicia,hint,,,,,,,,
1045338-78.2017.8.26.0100,ou após a Falência,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,ou após a Falência,hint,,,,,,,,
1046550-03.2018.8.26.0100,ALCATEIA ENGENHARIA DE SISTEMA LTDA,56525025000163,doc:a593183e score=5,0.9859154929577465,ALCATEIA ENGENHARIA DE SISTEMAS LTDA,02,ATIVA,DEMAIS,1200000,SP,SAO PAULO,Comércio atacadista de equipamentos de informática,minhareceita,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,ALCATEIA ENGENHARIA DE SISTEMAS LTDA,rfb,,,,,,,,
1048631-46.2023.8.26.0100,DROGARIA DROGANADI LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,DROGARIA DROGANADI LTDA,hint,,,,,,,,
1049020-41.2017.8.26.0100,KENNZUR CENTRO DE BEM ESTAR E SPA LTDA,20877757000175,doc:efd986e1 score=3,0.987012987012987,KENNZUR CENTRO DE BEM ESTAR E SPA LTDA.,08,BAIXADA,DEMAIS,50000,SP,SAO PAULO,Atividades de práticas integrativas e complementares em saúde humana,minhareceita,D,debtor not ATIVA at RFB (08),UNKNOWN,,2017,,2026-09-04T16:58:31Z,KENNZUR CENTRO DE BEM ESTAR E SPA LTDA.,rfb,,,,,,,,
1054969-12.2018.8.26.0100,Ever Ton Fps Importação E Exportação Ltda,15338345000127,doc:814b9783 score=3,0.9024390243902439,EVER TON FPS IMPORTACAO E EXPORTACAO LTDA,02,ATIVA,EMPRESA DE PEQUENO PORTE,216500,SP,SAO PAULO,Comércio por atacado de peças e acessórios novos para veículos automotores,minhareceita,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,EVER TON FPS IMPORTAÇÃO E EXPORTAÇÃO LTDA EPP E OUTRAS,pdf-read,EVER TON FPS IMPORTAÇÃO E EXPORTAÇÃO LTDA EPP E OUTRAS,15338345000127,"[""EVER TON FPS IMPORTAÇÃO E EXPORTAÇÃO LTDA EPP (CNPJ 15.338.345/0001-27)"", ""EVERTON FPS DISTRIBUIDORA COMERCIAL DE PEÇAS LTDA EPP (CNPJ 09.206.957/0001-63)"", ""FPS INDÚSTRIA E COMÉRCIO DE PEÇAS LTDA EPP (CNPJ 07.243.854/0001-48)"", ""EVERTON FPS DISTRIBUIDORA COMERCIAL DE PEÇAS LTDA (CNPJ 11.121.717/0001-08)"", ""EVERTON DISTRIBUIDORA COMERCIAL DE PEÇAS EIRELI (CNPJ 58.534.215/0001-72)""]","BRASIL TRUSTEE ASSESSORIA E CONSULTORIA LTDA (CNPJ 20.139.548/0001-24), representada por Filipe Marques Mangerona, OAB/SP 268.409",RJ,0.95,"p.1: 'EDITAL DE CONVOCAÇÃO DE CREDORES NOS TERMOS DO ART. 52, § 1º DA LEI 11.101/2005, EXPEDIDO NOS AUTOS DA RECUPERAÇÃO JUDICIAL DE EVER TON FPS IMPORTAÇÃO E EXPORTAÇÃO LTDA E OUTRAS ... PROCESSO Nº 1054969-12.2018.8.26.0100 ... EVER TON FPS IMPORTAÇÃO E EXPORTAÇÃO LTDA EPP., ... CNPJ 15.338.345/0001-27'",2026-09-04T16:58:30Z
1056683-07.2018.8.26.0100,ALIANÇA METALÚRGICA S/A,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,ALIANÇA METALÚRGICA S/A,hint,,,,,,,,
1056931-09.1998.8.08.0024,,,,,,,,,,,,,,C,"28y since filing, no plan document",UNKNOWN,,1998,,2026-09-04T16:58:31Z,,,,,,,,,,
1057555-04.2023.8.26.0114,Wws Services Prestadora de Servicos Ltda. – VTL,21297153000112,doc:3cf35139 score=3,0.8536585365853658,WWS SERVICES PRESTADORA DE SERVICOS LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,10000000,SP,PIRACICABA,Atividades de monitoramento de sistemas de segurança eletrônico,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-05-28,2026-09-04T16:58:31Z,WWS SERVICES PRESTADORA DE SERVICOS LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
1059817-42.2018.8.26.0100,FELLC MÁQUINAS E EQUIPAMENTOS LTDA,03088335000100,doc:761354f3 score=3,0.9705882352941176,FELLC MAQUINAS E EQUIPAMENTOS LTDA,02,ATIVA,EMPRESA DE PEQUENO PORTE,140000,SP,SAO PAULO,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",minhareceita,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,FELLC MAQUINAS E EQUIPAMENTOS LTDA,rfb,,,,,,,,
1059824-39.2015.8.26.0100,FAKIANI-ESTEFAM INCORPORADORA S/A,,,,,,,,,,,,,C,"11y since filing, no plan document",UNKNOWN,,2015,,2026-09-04T16:58:31Z,FAKIANI-ESTEFAM INCORPORADORA S/A,hint,,,,,,,,
1068760-43.2021.8.26.0100,ALCATEIA ENGENHARIA DE SISTEMAS LTDA,,,,,,,,,,,,,C,"5y since filing, no plan document; no movement since 2025-05-22; case closed/archived",ESTIMATED,CLOSED,2021,2025-05-22,2026-09-04T16:58:31Z,ALCATEIA ENGENHARIA DE SISTEMAS LTDA,hint,,,,,,,,
1074600-92.2025.8.11.0041,empresa,61992314000102,doc:1de8ac48 score=3,0.21818181818181814,ANTONIO MARIO VEZIGNAZZI EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-15,2026-09-04T16:58:31Z,ANTONIO MARIO VEZIGNAZZI EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
1076662-18.2019.8.26.0100,OU DISTRIBUÍDA POR DEPENDÊNCIA,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,OU DISTRIBUÍDA POR DEPENDÊNCIA,hint,,,,,,,,
1080989-79.2014.8.26.0100,EVER TON FPS IMPORTAÇÃO E EXPORTAÇÃO LTDA,15338345000127,doc:3db03c9c score=3,0.9024390243902439,EVER TON FPS IMPORTACAO E EXPORTACAO LTDA,02,ATIVA,EMPRESA DE PEQUENO PORTE,216500,SP,SAO PAULO,Comércio por atacado de peças e acessórios novos para veículos automotores,minhareceita,C,"12y since filing, no plan document",UNKNOWN,,2014,,2026-09-04T16:58:31Z,EVER TON FPS IMPORTACAO E EXPORTACAO LTDA,rfb,,,,,,,,
1083995-84.2020.8.26.0100,ALESSA,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-03-20,2026-09-04T16:58:31Z,ALESSA,hint,,,,,,,,
1087395-33.2025.8.26.0100,LIONS INTERCÂMBIO LTDA – Falência – Brazilio Bacellar Shirai Advogados,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2025,,2026-09-04T16:58:31Z,LIONS INTERCÂMBIO LTDA,hint,,,,,,,,
1094652-46.2024.8.26.0100,Massa Falida de Blue Sol Energia Solar Ltda. e outros – VTL,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,Blue Sol Energia Solar Ltda. e outros,hint,,,,,,,,
1110501-63.2021.8.26.0100,"GateKeeper | Recuperação Judicial em São Paulo – Ética, técnica e profissionalismo na administração judicial de processos de recuperação e falência.",,,,,,,,,,,,,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
1111148-53.2024.8.26.0100,GRUPO METALLOYS - Vivante Gestão e Administração Judicial,71930663000153,doc:ddbb311f score=2,0.3294117647058823,SARFATY EMPREENDIMENTOS S.A.,,,,,,,,NAME_MISMATCH,A,plan/homologation document found,CONFIRMED,ACTIVE,2024,2026-07-28,2026-09-04T16:58:31Z,GRUPO METALLOYS,hint,,,,,,,,
1116156-84.2019.8.26.0100,Avora Cosméticos – Processo nº 1116156-84.2019.8.26.0100 – e-mail: admjudavora@inova-aj.com.br – INOVA,22477206000140,doc:bff51882 score=5,0.3111111111111111,GAROTA FORMOSA COMERCIO E DISTRIBUIDORA DE COSMETICOS EM RECUPERACAO JUDICIAL LTDA,,,,,,,,NAME_MISMATCH,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,GAROTA FORMOSA COMERCIO E DISTRIBUIDORA DE COSMETICOS EM RECUPERACAO JUDICIAL LTDA,rfb,,,,,,,,
1117901-31.2021.8.26.0100,PÓRTICO REALINDÚSTRIA COMÉRCIO E LOCAÇÃO DE EQUIPAMENTOS LTDA,04191975000103,doc:d426abd8 score=2,0.5544554455445545,OXYPLAS INDUSTRIA E COMERCIO LTDA FALIDO,04,INAPTA,DEMAIS,262100,SP,TABOAO DA SERRA,Fabricação de embalagens de material plástico,minhareceita,D,debtor not ATIVA at RFB (04),UNKNOWN,,2021,,2026-09-04T16:58:31Z,OXYPLAS INDUSTRIA E COMERCIO LTDA FALIDO,rfb,,,,,,,,
1132347-05.2022.8.26.0100,BS TECNOLOGIA E SERVIÇOS LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2022,,2026-09-04T16:58:31Z,BS TECNOLOGIA E SERVIÇOS LTDA,hint,,,,,,,,
1147368-84.2023.8.26.0100,AÇOFORTE SEGURANÇA E VIGILÂNCIA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-04,2026-09-04T16:58:31Z,AÇOFORTE SEGURANÇA E VIGILÂNCIA,hint,,,,,,,,
1189223-09.2024.8.26.0100,Ativos,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-08-04,2026-09-04T16:58:31Z,ATIVOS ADMINISTRAÇÃO JUDICIA,hint,,,,,,,,
1500553-79.2019.8.26.0010,deTRANSLOCOMOTIVA TRANSPORTES RODOVIÁRIOS E DISTRIBUIÇÃO DE CARGAS LTDA,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,deTRANSLOCOMOTIVA TRANSPORTES RODOVIÁRIOS E DISTRIBUIÇÃO DE CARGAS LTDA,hint,,,,,,,,
1501181-71.2016.8.26.0625,"GateKeeper | Recuperação Judicial em São Paulo – Ética, técnica e profissionalismo na administração judicial de processos de recuperação e falência.",,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
1520723-97.2019.8.26.0228,Translocomotiva Transportes Rodoviários e Distribuição de Cargas Ltda,68346907000140,doc:7f0a7c76 score=3,0.8148148148148148,TRANSLOCOMOTIVA TRANSPORTES RODOVIARIOS E DISTRIBUICAO DE CARGAS LTDA EM RECUPERACAO JUDICIAL,04,INAPTA,EMPRESA DE PEQUENO PORTE,100000,SP,BOITUVA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",minhareceita,D,debtor not ATIVA at RFB (04),UNKNOWN,,2019,,2026-09-04T16:58:31Z,TRANSLOCOMOTIVA TRANSPORTES RODOVIARIOS E DISTRIBUICAO DE CARGAS LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
3000117-40.2025.8.06.0512,- VENEZA SERVIÇOS ADMINISTRATIVOS LTDA,11399787000122,reader,0.9589041095890412,VENEZA SERVICOS ADMINISTRATIVOS LTDA,02,ATIVA,DEMAIS,100000,CE,FORTALEZA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-08-04,2026-09-04T16:58:31Z,VENEZA SERVIÇOS ADMINISTRATIVOS LTDA.,pdf-read,VENEZA SERVIÇOS ADMINISTRATIVOS LTDA.,11399787000122,[],"José Martônio Coelho (Bugarim e Coelho Administração Judicial S/C Ltda., CNPJ 39.402.897/0001-15)",RJ,0.9,"p1 (e6f78408): '2ª VARA EMPRESARIAL, DE RECUPERAÇÃO DE EMPRESAS E FALÊNCIAS DO ESTADO DO CEARÁ / PROCESSO Nº 3000117-40.2025.8.06.0512 / RECUPERAÇÃO JUDICIAL - VENEZA SERVIÇOS ADMINISTRATIVOS LTDA.'; p4 (73b45cbf): 'VENEZA SERVIÇOS ADMINISTRATIVOS LTDA, pessoa jurídica de direito privado, inscrita no CNPJ/MF sob o nº 11.399.787/0001-22'",2026-09-04T16:58:30Z
3289322-33.2013.8.13.0024,e Falência,,,,,,,,,,,,,C,"13y since filing, no plan document",UNKNOWN,,2013,,2026-09-04T16:58:31Z,,,,,,,,,,
3309791-31.2005.8.21.0001,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,C,"21y since filing, no plan document",UNKNOWN,,2005,,2026-09-04T16:58:31Z,,,,,,,,,,
4000167-23.2025.8.26.0373,Cerealista Sa,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-01,2026-09-04T16:58:31Z,Cerealista Safrasul Ltda,pdf-read,Cerealista Safrasul Ltda,,[],"AJ Ruiz – Administração Judicial (Joice Ruiz Bernier, OAB/SP 126.769, filed the AJ list; document headed 'RELAÇÃO DE CREDORES ADMINISTRADORA JUDICIAL')",RJ,0.95,1b13e976 p.2: 'RECUPERAÇÃO JUDICIAL / Cerealista Safrasul Ltda / Processo nº 4000167-23.2025.8.26.0373 / Vara Regional de Competência Empresarial ... 3ª e 6ª RAJs-SP / RELAÇÃO DE CREDORES ADMINISTRADORA JUDICIAL / Lista 2º QGC'; 18975be4 p.2: 'CEREALISTA SAFRASUL LTDA ... nos autos do seu pedido de RECUPERAÇÃO JUDICIAL em epígrafe',2026-09-04T16:58:30Z
4000332-28.2026.8.26.0408,Distribuidora de Bebidas Maitan Ltda,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-02,2026-09-04T16:58:31Z,Distribuidora de Bebidas Maitan Ltda,hint,,,,,,,,
4000455-34.2026.8.26.0373,Base | AJ RUIZ - Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2026,,2026-09-04T16:58:31Z,,,,,,,,,,
4000807-49.2026.8.26.0354,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-06,2026-09-04T16:58:31Z,"NAIR AKICO NAWAKAMI MORIOKA, TAIKI FELIPE MORIOKA e TIEZO FERNANDO MORIOKA (produtores rurais)",pdf-read,"NAIR AKICO NAWAKAMI MORIOKA, TAIKI FELIPE MORIOKA e TIEZO FERNANDO MORIOKA (produtores rurais)",,"[""NAIR AKICO NAWAKAMI MORIOKA (CPF 044.116.558-37)"", ""TAIKI FELIPE MORIOKA (CPF 338.911.068-23)"", ""TIEZO FERNANDO MORIOKA (CPF 418.776.198-50)""]",,RJ,0.7,p.1: 'DOC. 10 Relação de credores'; p.2: 'PRODUTOR RURAL: NAIR AKICO NAWAKAMI MORIOKA CPF: 044.116.558-37 / PRODUTOR RURAL: TAIKI FELIPE MORIOKA CPF:338.911.068-23 / PRODUTOR RURAL: TIEZO FERNANDO MORIOKA CPF: 418.776.198-50 / RELAÇÃO DE CREDORES CLASSE I',2026-09-04T16:58:30Z
4002059-56.2025.8.26.0408,Base | AJ RUIZ - Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2025,,2026-09-04T16:58:31Z,,,,,,,,,,
4027947-44.2026.8.26.0100,Bahia Etanol Holding Ltda,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-02,2026-09-04T16:58:31Z,Bahia Etanol Holding Ltda,hint,,,,,,,,
4039082-53.2026.8.26.0100,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-06-30,2026-09-04T16:58:31Z,,,,,,,,,,
4054599-35.2025.8.26.0100,ATIVOS ADMINISTRAÇÃO JUDICIA,03299563000110,reader,0.6956521739130435,CENTURY CONSTRUCOES COMERCIO E SERVICOS LTDA - EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,500001,SP,SAO PAULO,"Obras de urbanização - ruas, praças e calçadas",minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-06-29,2026-09-04T16:58:31Z,CENTURY CONSTRUÇÕES COMÉRCIO E SERVIÇOS LTDA.,pdf-read,CENTURY CONSTRUÇÕES COMÉRCIO E SERVIÇOS LTDA.,03299563000110,[],"ATIVOS ADMINISTRAÇÃO JUDICIAL E CONSULTORIA EMPRESARIAL LTDA (representada por Lívia Gavioli Machado, OAB/SP 387.809)",RJ,0.97,"fa60f323 p.2: 'ATIVOS ADMINISTRAÇÃO JUDICIAL ... nomeada como Administradora Judicial nos autos da RECUPERAÇÃO JUDICIAL de CENTURY CONSTRUÇÕES COMÉRCIO E SERVIÇOS LTDA., apresentar a relação de credores referente ao art. 7º, §2º'; d079e3a4 p.1: 'RECUPERAÇÃO JUDICIAL DE CENTURY CONSTRUÇÕES COMÉRCIO E SERVIÇOS LTDA., inscrita no CNPJ sob nº 03.299.563/0001-10'",2026-09-04T16:58:30Z
